participant_id,feedback_condition,got_feedback,trial_order,trial_sequence,correct,confidence,more_readable_is_human,reaction_time_ms,reaction_time_log2,correctness_total,age,gender,education_ordinal,ai_usage_ordinal,reading_disorder,stylometric_distance,dim1_difference,dim2_difference,dim3_difference,dim4_difference,dim5_difference,dim6_difference,dim7_difference,dim8_difference
20250225143240333,no_feedback,False,19,16,1,1,0,106160.0,16.695880750257555,10,20,male,5,4,false,3.8192244161344315,-0.5098469938000001,-0.8087533182000001,3.0869289338000003,-1.1688484848,-0.4911509553000002,1.2488009475000001,-0.9455954235999999,-0.2867550501
20250225143240333,no_feedback,False,20,17,1,3,0,10102.0,13.302353326431202,10,20,male,5,4,false,4.424641544347327,0.11334648700000005,-0.6722449007,1.7547771593000001,-1.4746081489,0.6949075403999999,-0.919894159,-2.6905133823,-2.3002208759
20250225143736557,feedback,True,1,1,1,5,1,73465.0,16.16476946823712,8,23,female,5,5,false,5.1037121353218335,0.23384123809999996,-0.1879952737,1.5603960363000002,-1.2492944932,0.746104725,1.8640328625,-2.7586903224,-3.2125718706
20250225143736557,feedback,True,2,2,0,5,0,59505.0,15.860723277753799,8,23,female,5,5,false,2.106857270228456,-0.6043093223,-0.9849639372,-0.2981249145,-0.4061230923000001,-1.3978330903,-0.11996073750000003,0.7990936376,0.49275840249999997
20250225143736557,feedback,True,4,3,0,3,1,75087.0,16.196275531510157,8,23,female,5,5,false,8.260792997107718,0.3633456143,0.1503924339,6.0324538279,-2.6857933953,0.8977128424999999,-3.0697558130000004,-2.1613124248,-3.0954025872
20250225143736557,feedback,True,5,4,0,4,0,57799.0,15.818756911937669,8,23,female,5,5,false,5.933066276524562,0.3981042252,-0.132299634,4.7789141885,-1.1660530579000001,1.027024236,2.2629969859,-2.1337364812,0.31435522700000007
20250225143736557,feedback,True,6,5,0,5,0,75776.0,16.20945336562895,8,23,female,5,5,false,4.366806205228144,0.8064276723,-0.5894749915,1.7822784663,-0.08348007309999994,0.06597858639999998,1.9600785902000002,-0.8917868003,3.2009623042
20250225143736557,feedback,True,7,6,1,4,1,68985.0,16.073995077988453,8,23,female,5,5,false,3.388161251469688,-1.5717233767,-0.6912200668999999,-0.5849890267999998,-1.8586317854999999,0.47725001910000003,-1.779269883,0.2156103532,-1.1378735057
20250225143736557,feedback,True,8,7,0,5,0,38488.0,15.232121084082221,8,23,female,5,5,false,4.583203942862948,0.9452589228999999,0.09612610710000002,-1.0578105362000003,2.105386791,-0.04919049490000005,2.5389518368,2.8464033572,-0.02605466589999983
20250225143736557,feedback,True,9,8,1,5,0,59655.0,15.86435544241373,8,23,female,5,5,false,2.3831996353655245,0.06817137219999991,0.33825619889999997,1.5908523596,-1.6221840166000001,-0.3425134563,0.38485962679999997,0.3557901916,-0.07914945129999995
20250225143736557,feedback,True,10,9,1,6,0,24548.0,14.58331786813751,8,23,female,5,5,false,6.527025177546742,0.7442574096999999,-0.5091775072,4.6716246464,-0.13915556260000006,1.1342952634999999,3.5167745569999997,0.9859617915000001,2.3062927072
20250225143736557,feedback,True,11,10,0,4,0,34633.0,15.079859742471893,8,23,female,5,5,false,3.1838021586354928,0.7065947210999999,-0.36010375089999996,0.3749480067,-0.7444121848,-0.3456281888,-0.10777405170000004,-1.8377699857,-2.3031363949999997
20250225143736557,feedback,True,12,11,1,6,1,34477.0,15.073346624004872,8,23,female,5,5,false,4.427279538047368,-1.1522361922000002,-0.6057234852000001,1.3932173666,0.13087975529999998,-1.4911855588,3.2186533154,-0.7318276088,1.6820034481
20250225143736557,feedback,True,14,12,1,5,0,37916.0,15.210519152737335,8,23,female,5,5,false,5.686724040339595,1.5704351867,0.38662488429999997,4.6679386549,0.0018976951000000408,0.1254004613,-2.5296940831,0.9849652056,0.7404026344
20250225143736557,feedback,True,15,13,1,6,1,26197.0,14.677113987765125,8,23,female,5,5,false,3.336331058386492,0.6024668097,-0.26359397760000003,0.7884053384,-1.5906735909999998,-0.8072058765999999,-2.0696008698,0.7625642788,-1.4249554631
20250225143736557,feedback,True,16,14,1,4,0,103845.0,16.664072228425233,8,23,female,5,5,false,5.176607161022996,2.2577442769,0.6512313609,2.1840477273000003,0.3289920673000001,-1.23657317,0.4466528985,-2.0525964113999997,3.2335253043999996
20250225143736557,feedback,True,17,15,0,4,0,79558.0,16.279719388421594,8,23,female,5,5,false,3.414194626656823,-1.8129497963999999,0.09813977559999998,2.436832895,0.7935490461000001,0.030696913800000003,1.1234859365,0.6137730277999999,-0.3905785996
20250225143736557,feedback,True,19,16,0,4,0,35782.0,15.126946407225526,8,23,female,5,5,false,3.036916742308277,0.03213173359999999,0.09722743879999995,0.8471926559,-0.2339962428,-0.7992258815,-0.6771923269,2.5655917534,0.8719378053
20250225143736557,feedback,True,20,17,0,6,0,9486.0,13.211584153079526,8,23,female,5,5,false,2.2431973752322536,-0.4577133953999999,0.49509836490000003,-0.0920830976,1.1673718178999999,-0.5255619548,0.3665988149000001,1.6715632488,-0.03661295870000003
20250225144112683,no_feedback,False,1,1,1,5,0,33549.0,15.03398214399154,8,22,male,4,5,false,3.616437688025658,0.9252867907,-0.03001405229999987,1.9092986292,2.3233135037999997,0.7383873956,1.4633779889,0.6976079098,0.07078340480000023
20250225144112683,no_feedback,False,2,2,1,5,0,57056.0,15.800090987624994,8,22,male,4,5,false,6.362488227970111,1.2191575076,-1.0373757487999997,2.8865767579,-2.2117904784999998,3.8661988808,0.9463487026999999,1.3116767127,2.6703660848
20250225144112683,no_feedback,False,4,3,0,5,1,69604.0,16.08688259674907,8,22,male,4,5,false,4.512761017056553,-0.32746467449999983,1.7935406352,0.9283417680000001,1.7464375385,1.312289047,1.7776794372,-0.2907384531000001,2.8569831619
20250225144112683,no_feedback,False,5,4,1,6,0,12341.0,13.591171681377785,8,22,male,4,5,false,6.282253582241722,0.5586727005000001,0.24353949740000003,2.8917829093000003,1.5716545786999998,1.9798577901,4.454499991900001,-0.7406093033000001,-1.9879305074
20250225144112683,no_feedback,False,6,5,0,5,0,30221.0,14.883263779005585,8,22,male,4,5,false,5.73161979093691,0.4925574576,-0.05438470179999999,4.3053831364,-1.0082371762,-1.2959921891,0.33683289289999996,-0.02947443600000002,-3.3554594072999997
20250225144112683,no_feedback,False,7,6,0,5,1,30942.0,14.917278830920374,8,22,male,4,5,false,8.714652501477998,1.1755118683,1.6244237867,-3.2535690132,-2.9879190005,-0.6808563942,-5.1710602451,2.1267213554,-4.5480592500000006
20250225144112683,no_feedback,False,8,7,1,6,0,35677.0,15.122706686873611,8,22,male,4,5,false,5.066729343992206,-0.9235964233000001,0.32461605360000007,1.1127902391,0.5247566521,1.6741785618,3.7424961011000004,-2.0491596117,1.480358947
20250225144112683,no_feedback,False,9,8,0,6,0,56737.0,15.792002248886684,8,22,male,4,5,false,5.924919478567665,2.0929449802,-0.8477200208000001,2.620787667,-1.4783370499,-2.1127731611000002,-3.1874518734,-0.2452497938,-2.5035588945000002
20250225144112683,no_feedback,False,10,9,1,6,1,39634.0,15.274450955963351,8,22,male,4,5,false,2.509545808199357,0.9266965181000002,-0.3552945448,-1.3436065417,-0.021329878000000024,-0.19283343809999998,0.41230786310000006,0.0363838416,-1.8161992506
20250225144112683,no_feedback,False,11,10,1,4,0,104156.0,16.668386423953798,8,22,male,4,5,false,4.424641544347327,0.11334648700000005,-0.6722449007,1.7547771593000001,-1.4746081489,0.6949075403999999,-0.919894159,-2.6905133823,-2.3002208759
20250225144112683,no_feedback,False,12,11,0,6,0,21498.0,14.391914828931892,8,22,male,4,5,false,3.2755654515471893,-0.15000547929999997,-0.9601876839,2.0670950121000002,-0.8688242421999999,1.2241036714,1.0519241289,-0.20595065719999983,1.4524943366
20250225144112683,no_feedback,False,14,12,0,5,0,217363.0,17.729746857030825,8,22,male,4,5,false,4.418524353604578,3.2223664503,-0.9029228278,1.3495671208,-0.29131109,-0.4877350321,2.3525002050999997,-0.2660906284,0.7584865369
20250225144112683,no_feedback,False,15,13,0,3,1,78079.0,16.25264695519257,8,22,male,4,5,false,5.081359750843876,-0.7803144884,0.2737510688,-1.3792479435,-2.7634095055000003,-0.35726774920000004,-3.5122116223999997,-0.2787139994,-1.7483355986999998
20250225144112683,no_feedback,False,16,14,0,4,1,22961.0,14.486897855344592,8,22,male,4,5,false,1.642806305795443,0.2937742339,0.4989870408,0.06726273559999996,0.8004519905,-0.6534507979,0.43379921609999994,0.20822071899999983,-1.0294357451
20250225144112683,no_feedback,False,17,15,1,6,0,17825.0,14.121614456218612,8,22,male,4,5,false,4.26456520993476,-0.8689600685000001,0.12360895920000003,1.1811816453000001,0.6879529919,-0.3594159981999999,3.3949909609999995,-1.9643005652,0.18454284219999995
20250225144112683,no_feedback,False,19,16,0,3,1,36821.0,15.16824118808002,8,22,male,4,5,false,2.693487659386623,0.2379902519999999,-0.18658788819999994,1.4280803251,-1.6674114749,0.008739490200000005,0.9306844165,-1.1907463314000002,-0.24417256620000005
20250225144112683,no_feedback,False,20,17,1,5,0,34702.0,15.082731192408678,8,22,male,4,5,false,4.5957246577090025,-0.039183016199999976,0.1950339384,-2.2068466723,3.3038112387000003,-1.6543275788,-0.5903221518000001,1.3412146241,0.6415870937000001
20250225144502275,feedback,True,1,1,1,4,0,77720.0,16.24599828047271,11,21,female,5,0,false,4.3094877936683265,1.1271014775,0.45065074050000004,2.4944301192,0.9007489934,-0.4555209067000001,2.7926144078,0.6011800151,-1.3027274876
20250225144502275,feedback,True,2,2,1,5,0,41021.0,15.324075041466092,11,21,female,5,0,false,2.7180776697663824,0.8429850443,0.15973491949999996,1.7285123686000001,0.2155764497,-1.5536654092,0.9062773231000001,-0.5446307363,-0.2928165746000002
20250225144502275,feedback,True,4,3,1,5,0,57622.0,15.814332115368419,11,21,female,5,0,false,3.4643160497385024,0.1635012053,-0.4247262699,0.3416488516,-1.0584623107,-0.8718826688,2.3383536088,2.0050073447,0.5560241027
20250225144502275,feedback,True,5,4,0,5,0,46842.0,15.515515055057291,11,21,female,5,0,false,4.022312834235708,-0.3739736438000001,0.04082200339999997,-0.5217374907000001,1.0591419992,0.04107788010000002,3.7837876579999996,0.39641700570000005,-0.40939364320000005
20250225144502275,feedback,True,6,5,0,4,0,110752.0,16.75697322616545,11,21,female,5,0,false,4.800697756523426,0.2852945372,-0.3853449439,-0.9456063776000001,-1.2260419406,-1.2141494135,3.9828554575,1.7555647107,-0.012694179000000028
20250225144502275,feedback,True,7,6,0,4,0,86043.0,16.39277020660784,11,21,female,5,0,false,4.704548775207852,-0.29728328429999995,0.636948262,-0.12835578900000003,0.44373773569999997,1.3440948633,4.3691052101,0.3032119559,-0.6615977050999999
20250225144502275,feedback,True,8,7,0,3,1,62795.0,15.93836206983864,11,21,female,5,0,false,3.637316187143849,-1.5616817373,0.09994949140000003,0.9558802037,1.7604447407,0.3506220146,1.704554096,1.3991413372000001,-1.3350354684999999
20250225144502275,feedback,True,9,8,1,1,1,75270.0,16.19978735101769,11,21,female,5,0,false,6.494380164540931,-0.4380367925,0.37961911820000005,3.9599053834999998,0.1777717981,-0.4798955656,4.7734697999,-1.3541103531,1.1307540952
20250225144502275,feedback,True,10,9,1,2,1,44648.0,15.446307931050345,11,21,female,5,0,false,2.9579220793330703,-0.15883981299999994,0.2953969397,0.13258254779999978,-0.2366173722,0.0052969648999999785,1.4708895401,1.1366223705,-2.2600427355
20250225144502275,feedback,True,11,10,1,2,1,58382.0,15.833236013833593,11,21,female,5,0,false,8.38943208027355,-0.7639701526,-0.1829857977,4.5413395743,-2.6524257227,0.09438716880000009,5.1723918913,-3.9127422856,-0.1849596751
20250225144502275,feedback,True,12,11,1,2,0,82767.0,16.336768045508844,11,21,female,5,0,false,4.6841258356531705,0.7122564237,0.37474129329999994,4.2785286766,-1.4445443567999998,0.039440342200000034,-0.48641963639999997,0.8135178611999999,0.02841909949999999
20250225144502275,feedback,True,14,12,1,2,1,64039.0,15.966663159197733,11,21,female,5,0,false,6.062789077973852,-1.6581863431,-0.7920875452,2.3884403647,1.0075849686,-0.8035740388,1.8608709471,-0.6172392349,-4.7086086842
20250225144502275,feedback,True,15,13,1,4,1,48382.0,15.562182787776822,11,21,female,5,0,false,6.072343927946079,-0.17709244939999996,-0.8441736152,3.909900864,-0.2213167572000001,1.9339736297,0.8469239753000001,-2.9175906059,-2.7969974819
20250225144502275,feedback,True,16,14,0,3,0,27343.0,14.7388839197751,11,21,female,5,0,false,4.58547543773323,-0.22120085310000004,-0.36666505839999997,0.7156871578,0.8372483581,-2.3174546733,-1.3936152385999998,0.29400536110000003,-3.4972589607
20250225144502275,feedback,True,17,15,1,3,1,71365.0,16.12292907696156,11,21,female,5,0,false,2.4256532127661163,-0.6193692124,0.03642291539999998,1.5918906487000002,0.1530962426,-0.7547209143,0.5893487619000002,-0.42678809130000017,-1.357280614
20250225144502275,feedback,True,19,16,0,3,1,19163.0,14.22603581464862,11,21,female,5,0,false,2.819076755110825,0.01957220390000014,0.09967107549999998,-1.2710679514999998,-0.3588031544999999,-1.2413020689,-2.0262299668,-0.6388175517,-0.37147859529999994
20250225144502275,feedback,True,20,17,1,2,0,68688.0,16.067770457447825,11,21,female,5,0,false,2.759887814670188,0.4708243326,-0.34818074369999996,1.4051160124000002,-1.2519552528,-0.9662899900999999,0.4117932094000001,1.2334705415000002,-1.0524223652
20250225144616808,feedback,True,1,1,1,5,1,59223.0,15.853869953068953,9,23,female,5,5,false,1.8293284532717269,-0.3918350655,0.5469445533,-1.032845187,0.49332522619999997,1.0592421592,0.43371592470000003,0.5209063180999998,-0.04662317549999995
20250225144616808,feedback,True,2,2,0,7,0,40924.0,15.320659543648578,9,23,female,5,5,false,3.1940769745204984,0.6574312108,0.059527549999999985,3.0143524946,0.4683535838999999,-0.3630875358,-0.014826940899999919,-0.2294077693,0.5253684710000002
20250225144616808,feedback,True,4,3,0,4,0,60035.0,15.873516207014674,9,23,female,5,5,false,2.662963570173003,-0.18344525889999996,0.2620022285,-0.043794620100000015,0.17405375730000006,1.2012251661,1.4179397563,1.8670404518,0.13240039770000012
20250225144616808,feedback,True,5,4,0,4,0,50068.0,15.611601206696493,9,23,female,5,5,false,3.2012532118280985,0.3366927489,0.4010099159,1.3138530486,0.5991482295,0.46568248439999993,0.9215237075,1.6313603366,-2.0399166808
20250225144616808,feedback,True,6,5,0,4,0,56135.0,15.776612946847507,9,23,female,5,5,false,5.58680511668703,-0.2039796183,-0.6155536918,0.5054011860000001,-1.6338786699999999,-0.6335522943999999,5.0768396137,-0.15495252810000015,1.2911964427000002
20250225144616808,feedback,True,7,6,0,3,0,52840.0,15.68934284613419,9,23,female,5,5,false,4.781556911927268,-0.6730457159,-0.2779148274,0.319955301,0.2998200191,-0.19293496300000001,-2.8468127916,-0.4654336818000001,-3.7124924772999996
20250225144616808,feedback,True,8,7,0,2,0,40312.0,15.298921740969753,9,23,female,5,5,false,5.924361471818178,-0.3658185695999999,-0.2678622976,0.44005465320000003,1.4457249909,-0.539413801,-0.25384526949999997,-1.0933257652,-5.5729660565
20250225144616808,feedback,True,9,8,0,2,0,29493.0,14.848084958985073,9,23,female,5,5,false,5.253396813563741,0.4033783275,0.8742817784,4.8632188354,0.6153245281999999,0.5964955239,1.0308113371999998,1.0210161128,-0.4251127334
20250225144616808,feedback,True,10,9,1,2,1,29628.0,14.854673621863938,9,23,female,5,5,false,2.4256532127661163,-0.6193692124,0.03642291539999998,1.5918906487000002,0.1530962426,-0.7547209143,0.5893487619000002,-0.42678809130000017,-1.357280614
20250225144616808,feedback,True,11,10,1,1,1,33108.0,15.01489224207443,9,23,female,5,5,false,1.642806305795443,0.2937742339,0.4989870408,0.06726273559999996,0.8004519905,-0.6534507979,0.43379921609999994,0.20822071899999983,-1.0294357451
20250225144616808,feedback,True,12,11,0,2,0,107492.0,16.713869766904555,9,23,female,5,5,false,5.007728626894385,-0.9269248797,0.17607692599999997,3.6885305070000003,0.1733274093999999,0.6159451168,1.5242923728,-1.5888524121,-2.307497753
20250225144616808,feedback,True,14,12,1,2,1,25348.0,14.62958430019385,9,23,female,5,5,false,3.9092986775800136,0.08192907569999996,-0.1984983170000001,2.9721124623,0.45882770600000006,-0.42954029299999996,1.8192591194000003,0.8423582975,-1.4102307381
20250225144616808,feedback,True,15,13,1,7,1,38852.0,15.245701246285764,9,23,female,5,5,false,4.201365604796981,1.2391107732,-0.40961366860000004,0.39738844390000005,-1.6170282912,0.6045876612,0.8007911817,1.2484361282,-3.2573318047999997
20250225144616808,feedback,True,16,14,1,3,0,20187.0,14.301138906528585,9,23,female,5,5,false,4.1449212082838045,-0.033032424800000015,0.2210184932999999,1.6928199994,1.7576323811,-0.2623872672,2.341393164,0.6449708469,2.282227848
20250225144616808,feedback,True,17,15,1,2,0,35740.0,15.125252013928852,9,23,female,5,5,false,3.6896324699361487,-0.2353933627,-0.417028164,3.3331422675,-0.6213251485,-0.9133753550999999,-0.37796343379999997,0.01002009450000002,-0.9544483348999999
20250225144616808,feedback,True,19,16,1,4,0,30424.0,14.892922223630592,9,23,female,5,5,false,5.63229493871225,1.3853407897999999,-0.5127450086,2.8073648273,-1.3073615700999999,0.11134509120000002,4.1759515027,-0.10189127500000006,1.5776018719
20250225144616808,feedback,True,20,17,1,4,0,14508.0,13.82456102997028,9,23,female,5,5,false,5.045483445191393,-0.3866495337,0.38176537230000007,2.3498771435,0.009406997799999983,0.12361617339999997,3.534485409,2.5166851462,-0.8933517019000001
20250225144844504,no_feedback,False,1,1,1,5,1,97456.0,16.572463389083676,11,23,female,5,6,false,1.7695564970567037,-0.20414757839999986,0.1341951715,0.1073865193000001,-0.10078696589999997,0.01747913070000018,0.4536939553,1.6380509666,-0.4007506047
20250225144844504,no_feedback,False,2,2,1,5,1,79977.0,16.28729754508988,11,23,female,5,6,false,6.336136831098019,-1.5007094489,-0.89328781,-2.6541207619000002,2.5945926723,0.03780264119999999,3.4924651343,1.7504843317,-2.8385441123
20250225144844504,no_feedback,False,4,3,1,4,0,71029.0,16.11612055366113,11,23,female,5,6,false,3.294648408211644,0.7254554986000001,-0.8600008322,-0.2560095912999998,-0.8830217002,-2.1577657305,0.594942854,0.49264795120000004,-1.8684059614999997
20250225144844504,no_feedback,False,5,4,1,5,0,303542.0,18.21153662518299,11,23,female,5,6,false,4.618377633379764,-1.7764870783000002,0.09127414039999998,0.08388167320000006,1.4564918605000001,1.4630819537,-1.0811655073,-1.4322455583999998,-3.2674018706999997
20250225144844504,no_feedback,False,6,5,1,4,0,75687.0,16.20775790372186,11,23,female,5,6,false,5.176607161022996,2.2577442769,0.6512313609,2.1840477273000003,0.3289920673000001,-1.23657317,0.4466528985,-2.0525964113999997,3.2335253043999996
20250225144844504,no_feedback,False,7,6,0,4,0,80169.0,16.290756858223737,11,23,female,5,6,false,2.2631081949763256,0.286229176,0.8012086167999999,0.6544060705,0.30136786560000006,-0.7875165121000001,-1.0710305597,1.1232110322,-0.9218647831
20250225144844504,no_feedback,False,8,7,0,6,1,77670.0,16.24506984550863,11,23,female,5,6,false,3.1838021586354928,0.7065947210999999,-0.36010375089999996,0.3749480067,-0.7444121848,-0.3456281888,-0.10777405170000004,-1.8377699857,-2.3031363949999997
20250225144844504,no_feedback,False,9,8,0,4,0,64384.0,15.974414589805527,11,23,female,5,6,false,3.398740441595146,0.2113094137,1.0792384142,1.8778240873999998,0.6194228209999997,1.0236710198,2.2545103823000003,-0.39083584439999997,0.38555071519999995
20250225144844504,no_feedback,False,10,9,1,4,1,54981.0,15.746645526522558,11,23,female,5,6,false,4.373602985895177,0.07561278809999994,-0.1981484261,-1.7136851611,3.1964069272,-0.7199742975000001,-0.7846629257,1.300612342,-1.7618279002000001
20250225144844504,no_feedback,False,11,10,1,6,0,50575.0,15.626136794333007,11,23,female,5,6,false,8.131897711042386,0.4360831453,-0.620319812,2.6957321249,-2.6442363857,5.685326487699999,-1.9548936135,-2.3553504632999998,3.0986473395000003
20250225144844504,no_feedback,False,12,11,0,4,0,48456.0,15.564387696052629,11,23,female,5,6,false,3.73540910696301,-0.040831112700000005,-0.412903602,1.0887442687,-0.33872699630000014,0.2560078074,3.5082450153,0.21014040660000005,0.2520763696000001
20250225144844504,no_feedback,False,14,12,1,4,1,163938.0,17.322790777057733,11,23,female,5,6,false,7.424827103976472,0.5008746183999999,-0.12821722869999996,3.7235671562999997,-3.2763950962,0.3328408372,-4.1437396189,-1.8572392221,-3.0871227233000003
20250225144844504,no_feedback,False,15,13,1,5,0,47374.0,15.531807869846004,11,23,female,5,6,false,3.7319925777830005,-0.20853932979999995,-0.1484781995,1.308472526,-0.11299041509999996,-0.5968094681999998,3.2631674903,0.2619772491000001,1.0316449474
20250225144844504,no_feedback,False,16,14,0,4,1,42871.0,15.387714449100294,11,23,female,5,6,false,3.819493726973689,0.6085420517999998,0.48886890229999996,1.0272882319,0.0848720839999999,0.17461952519999996,2.4511570303,0.36141591129999995,2.5975772345
20250225144844504,no_feedback,False,17,15,0,4,0,51627.0,15.655838146332222,11,23,female,5,6,false,5.216753609725932,-0.058393051500000015,-0.5999207676,-2.141820564,0.3048121069,-0.3489869267,3.8522615156,-1.1896973334,-2.4070329028
20250225144844504,no_feedback,False,19,16,1,4,1,44201.0,15.431791388956226,11,23,female,5,6,false,5.508635738802341,-2.1270956341,0.8255871075000001,2.0628157776,0.7127060849000001,2.725699061,-2.8923732668,-1.7972639182,-1.1620511267
20250225144844504,no_feedback,False,20,17,1,4,0,40122.0,15.292105902702065,11,23,female,5,6,false,2.886461699111872,-1.9097551622,-0.4897728199,-0.23441079530000009,1.5322593782,-0.2502981734,0.12644233410000005,-0.9151461147000002,-1.0610006936999998
20250225145010880,feedback,True,1,1,0,6,0,60076.0,15.874501137603444,11,19,female,5,5,false,4.988367555391717,0.8642355126000001,0.2637917043,1.5058246266,-0.7632029822000002,1.2196076738000001,3.6922915062,-2.4405944047999997,0.3746661068000001
20250225145010880,feedback,True,2,2,1,3,1,106773.0,16.704187349077085,11,19,female,5,5,false,5.271576266834171,0.04219070300000005,0.07104582479999999,2.7491105115,-0.4982496064,0.05447428629999995,4.0764105717,1.2513257361999999,1.3382528919
20250225145010880,feedback,True,4,3,0,2,1,105590.0,16.688113683815505,11,19,female,5,5,false,4.502347628034982,-0.2567288636999998,-0.9480279885,-1.7231906317999999,0.2991523485,-0.7711381494999999,3.4349854933,0.7582486090000001,-1.8107647467999999
20250225145010880,feedback,True,5,4,0,3,0,53812.0,15.715640307164684,11,19,female,5,5,false,6.152836793963716,-0.0428031438,0.415788677,3.4101506909,0.13366646299999996,-3.29772543,3.5840529271999997,-0.14799012869999983,-1.5143857987000002
20250225145010880,feedback,True,6,5,1,3,0,25816.0,14.655977862486942,11,19,female,5,5,false,5.045483445191393,-0.3866495337,0.38176537230000007,2.3498771435,0.009406997799999983,0.12361617339999997,3.534485409,2.5166851462,-0.8933517019000001
20250225145010880,feedback,True,7,6,1,4,0,35164.0,15.101811569824003,11,19,female,5,5,false,2.2431973752322536,-0.4577133953999999,0.49509836490000003,-0.0920830976,1.1673718178999999,-0.5255619548,0.3665988149000001,1.6715632488,-0.03661295870000003
20250225145010880,feedback,True,8,7,1,5,1,52745.0,15.686746718542791,11,19,female,5,5,false,3.8436670198097587,-0.7318117704,-0.10425377530000002,2.3458188567000002,1.5358694028,-1.9879275793,1.4537422128,-0.23285695360000014,-0.49613815479999995
20250225145010880,feedback,True,9,8,1,3,0,49880.0,15.606173844717032,11,19,female,5,5,false,5.015450034091772,-0.11439190989999992,0.0647729349,0.4555462688,-0.47575735360000004,2.3654814682,0.5481539726,-1.7244591039,-3.9791778025999998
